track_id,track_name,Album Name,track_artist,Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,playlist_genre,Record Label,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,playlist_subgenre,playlist_name,gemini_review,small_text,text
spotify:track:221qmpQeBNV87sUjQeUTVH,Around Me (feat. Don Toliver),HEROES & VILLAINS,Metro Boomin;Don Toliver,2022-12-02,191520,81,True,,2025-04-24T03:34:08Z,,Republic Records,0.695,0.669,2,-3.447,0,0.0394,0.0881,0.0137,0.513,0.063,119.986,4,,,,,Around Me (feat. Don Toliver) by Metro Boomin;Don Toliver. .
spotify:track:67YPjbcxUypwNOwYBZquq1,Superposition,Mirror Master,Young the Giant,2018-10-12,230959,68,False,,2025-04-21T15:42:12Z,,Elektra (NEK),0.593,0.697,7,-5.416,1,0.0399,0.00289,0.0257,0.14,0.428,170.0,4,,,,,Superposition by Young the Giant. .
spotify:track:5k6L1lOs0AANCee7nYW2au,A Little Love,A Little Love,Julia Pratt;Mt. Joy,2023-08-04,201893,43,False,,2025-04-21T15:15:15Z,,Bloom Field Records,0.559,0.447,2,-6.678,1,0.0335,0.789,4.55e-06,0.193,0.341,127.839,4,,,,,A Little Love by Julia Pratt;Mt. Joy. .
spotify:track:4FWofKhttkPSZY5kymPh6K,Death,Rearrange Us,Mt. Joy,2020-06-05,177506,42,False,,2025-04-21T15:09:03Z,,Dualtone Music Group,0.569,0.743,0,-5.37,1,0.0297,0.384,0.0136,0.202,0.364,118.976,4,,,,,Death by Mt. Joy. .
spotify:track:0AJQjFdtEEr0rVoCGauYRU,Lemon Tree,Orange Blood,Mt. Joy,2022-06-17,248560,52,False,,2025-04-21T14:49:59Z,,Island Records,0.364,0.75,10,-9.338,1,0.0865,0.575,0.428,0.254,0.498,120.947,4,,,,,Lemon Tree by Mt. Joy. .
spotify:track:1672RT45nXNUb28fzzPxn8,Orange Blood,Orange Blood,Mt. Joy,2022-06-17,226013,61,False,,2025-04-21T14:20:16Z,,Island Records,0.712,0.53,5,-9.842,0,0.0444,0.66,0.512,0.129,0.496,118.994,4,,,,,Orange Blood by Mt. Joy. .
spotify:track:4Q3ERWBrb4lhDvAPyANjY5,The Boys Of Summer - Remastered 2024,Building The Perfect Beast (Remastered 2024),Don Henley,2024-10-04,289880,77,False,,2025-04-20T17:36:32Z,yacht rock,Geffen,0.523,0.704,6,-9.778,1,0.0422,0.424,0.00193,0.0873,0.907,177.439,4,,,,,The Boys Of Summer - Remastered 2024 by Don Henley. yacht rock .
spotify:track:5VSCgNlSmTV2Yq5lB40Eaw,Love Me Again,Tribute,John Newman,2013-01-01,239894,67,False,,2025-04-13T04:34:43Z,,Universal-Island Records Ltd.,0.495,0.894,2,-4.814,0,0.0441,0.00453,0.000596,0.103,0.213,126.03,4,,,,,Love Me Again by John Newman. .
spotify:track:6dw1sbdCwW5sbsbcpq6QED,Like An Animal,Bloom,RÜFÜS DU SOL,2016-01-22,241580,63,False,,2025-04-11T13:42:47Z,,Sweat It Out,0.71,0.748,9,-6.244,0,0.0305,0.0341,0.000105,0.0897,0.38,119.994,4,,,,,Like An Animal by RÜFÜS DU SOL. .
spotify:track:3e4QIt4wVVqsCqMqKxOrZd,Vibe Like This (feat. Ty Dolla $ign & Lucky Daye),Vibe Like This (feat. Ty Dolla $ign & Lucky Daye),SG Lewis;Ty Dolla $ign;Lucky Daye,2022-09-21,227435,42,True,,2025-04-01T17:16:54Z,trap soul,EMI,0.607,0.836,10,-4.138,0,0.2,0.00258,0.0,0.342,0.727,99.006,4,,,,,Vibe Like This (feat. Ty Dolla $ign & Lucky Daye) by SG Lewis;Ty Dolla $ign;Lucky Daye. trap soul .
spotify:track:3zp3Mq8krAb1067UL94zJq,BE YOUR GIRL - KAYTRANADA REMIX,BE YOUR GIRL (KAYTRANADA REMIX),Teedra Moses;KAYTRANADA,2018-05-04,268087,69,False,,2025-04-01T16:58:52Z,,"BLACK MOSES ENT., LLC",0.863,0.678,6,-6.727,0,0.383,0.207,5.89e-06,0.1,0.265,115.023,4,,,,,BE YOUR GIRL - KAYTRANADA REMIX by Teedra Moses;KAYTRANADA. .
spotify:track:33tYADyL2aZctrvR59K1bQ,Lauren (I Can't Stay Forever),Lauren (I Can't Stay Forever),Oden & Fatzo,2021-10-08,200625,67,False,,2025-03-22T23:21:54Z,"house,disco house",Columbia/B1 Recordings/Funfair Records,0.702,0.912,9,-8.687,0,0.0652,0.0773,0.309,0.0926,0.957,128.018,4,,,,,"Lauren (I Can't Stay Forever) by Oden & Fatzo. house,disco house ."
spotify:track:0GLUBbX4daHJkT3RQHEOia,Upgrade U (feat. JAY-Z),B'Day Deluxe Edition,Beyoncé;JAY-Z,2007-05-29,273053,60,False,,2025-03-22T23:11:44Z,"hip hop,east coast hip hop,rap",Columbia,0.593,0.68,7,-5.556,1,0.335,0.00182,4.84e-05,0.31,0.483,84.547,4,,,,,"Upgrade U (feat. JAY-Z) by Beyoncé;JAY-Z. hip hop,east coast hip hop,rap ."
spotify:track:3rKCDtV8UcF0RytSiXxypc,Get Up (feat. Chamillionaire),The Evolution,Ciara;Chamillionaire,2006,261880,65,False,,2025-03-22T22:51:02Z,southern hip hop,LaFace Records,0.964,0.595,1,-6.887,0,0.109,0.0248,5.14e-06,0.0405,0.629,128.593,4,,,,,Get Up (feat. Chamillionaire) by Ciara;Chamillionaire. southern hip hop .
spotify:track:1KnJwhZU3DIBe54Q4HPpIl,Higher,ANTI (Deluxe),Rihanna,2016-01-28,120626,61,True,,2025-03-22T21:03:42Z,,Roc Nation / Rihanna,0.293,0.566,3,-4.189,1,0.0413,0.115,0.0,0.119,0.404,153.199,3,,,,,Higher by Rihanna. .
spotify:track:1FKxKGONukVFXWVJxAKmlz,Sweet Dreams,I AM...SASHA FIERCE,Beyoncé,2008-11-14,208066,66,False,,2025-03-22T20:58:06Z,,Music World Music/Columbia,0.694,0.825,1,-5.986,1,0.111,0.0895,1.86e-05,0.0618,0.788,121.949,4,,,,,Sweet Dreams by Beyoncé. .
spotify:track:6EAxaAk1eZx0aqqH4ff4rP,Nobody's Business,Unapologetic (Deluxe),Rihanna;Chris Brown,2012-12-11,216293,70,True,,2025-03-17T19:11:34Z,r&b,Def Jam Recordings,0.741,0.599,1,-5.792,0,0.0413,0.0362,0.0,0.0561,0.514,109.231,4,,,,,Nobody's Business by Rihanna;Chris Brown. r&b .
spotify:track:7z73ehYAn9O1XP9XlCqVtd,Who Dat Girl (feat. Akon),Only One Flo (Part 1),Flo Rida;Akon,2010-11-24,200880,61,False,,2025-03-16T23:25:39Z,,Poe Boy/Atlantic,0.719,0.616,1,-3.951,1,0.0395,0.00683,3.11e-05,0.0742,0.625,124.963,4,,,,,Who Dat Girl (feat. Akon) by Flo Rida;Akon. .
spotify:track:6LBcHFbzmKSgGjZapRE2B5,Angel,Angel,Akon,2010-01-01,215226,56,False,,2025-03-16T23:05:39Z,,Konvict/Upfront/SRC/Universal Records,0.565,0.867,2,-2.503,1,0.0318,0.0571,0.0,0.177,0.325,125.867,4,,,,,Angel by Akon. .
spotify:track:3x3K1RP3Zfi2qeMR8kyrNO,Sorry I'm Here For Someone Else,Sorry I'm Here For Someone Else,Benson Boone,2025-02-27,156582,73,False,,2025-02-28T00:11:17Z,,"Night Street Records, Inc./Warner Records Inc.",0.533,0.758,2,-4.613,1,0.034,0.0437,0.0,0.16,0.515,149.719,4,,,,,Sorry I'm Here For Someone Else by Benson Boone. .
spotify:track:3eVfJCfjZs47Vh5SFK0NE9,Angeleno Moon,The Fray Is Back,The Fray,2024-09-27,212133,49,False,,2025-02-25T13:39:27Z,,The Fray,0.346,0.75,1,-4.49,1,0.0341,0.0242,0.0,0.0544,0.548,79.872,4,,,,,Angeleno Moon by The Fray. .
spotify:track:5vPUv0xziXbV4lnWeVNXNq,Roommates,Sweet Boy,Malcolm Todd,2024-04-05,214504,80,False,,2025-02-24T00:52:31Z,,Columbia,0.755,0.292,0,-13.611,0,0.0311,0.619,1.34e-06,0.114,0.437,110.005,4,,,,,Roommates by Malcolm Todd. .
spotify:track:5JiTjhx7lhqYgsIGpo0VFy,Good Graces,Short n' Sweet (Deluxe),Sabrina Carpenter,2025-02-14,185266,62,True,,2025-02-20T15:26:50Z,pop,Island Records,0.755,0.729,5,-5.228,1,0.046,0.34,0.0,0.139,0.746,126.023,4,,,,,Good Graces by Sabrina Carpenter. pop .
spotify:track:0u5aRUEwlWhtO32VASKoLi,Divine,Divine,Blair Muir,2024-11-01,163641,60,False,,2025-02-11T22:36:01Z,,All Ways Dance,0.62,0.875,7,-6.5,1,0.0468,0.00781,0.043,0.107,0.102,132.007,4,,,,,Divine by Blair Muir. .
spotify:track:0GzqA980TSsNnqKQbIQyHn,Seasons,Seasons,Sam Austins,2024-05-21,157664,39,False,,2025-02-10T04:46:17Z,,Sam Austins,0.677,0.703,6,-6.236,0,0.0431,0.338,0.39,0.12,0.219,136.979,4,,,,,Seasons by Sam Austins. .
spotify:track:1g1TeDflB6atAy7HKwrzXu,Learn To Let Go,Rainbow,Kesha,2017-08-11,217545,47,False,,2025-02-10T04:10:33Z,,Kemosabe Records/RCA Records,0.515,0.847,5,-2.951,1,0.0391,0.00369,7.19e-05,0.293,0.645,168.105,4,,,,,Learn To Let Go by Kesha. .
spotify:track:1kJtfldK9F7XmsSiSNlbth,Woman (feat. The Dap-Kings Horns),Rainbow,Kesha;The Dap-Kings Horns,2017-08-11,196298,59,True,,2025-02-09T23:44:29Z,,Kemosabe Records/RCA Records,0.743,0.765,5,-3.588,0,0.039,0.0444,0.0417,0.667,0.34,114.991,4,,,,,Woman (feat. The Dap-Kings Horns) by Kesha;The Dap-Kings Horns. .
spotify:track:29I9dv9Nq704w0Oc5yFGsR,"She’s Gone, Dance On","She’s Gone, Dance On",Disclosure,2024-05-29,226773,73,False,,2025-02-08T04:07:05Z,house,Disorder,0.534,0.943,1,-4.812,0,0.0496,0.000215,0.794,0.0929,0.375,134.004,4,,,,,"She’s Gone, Dance On by Disclosure. house ."
spotify:track:0svXF3dU1rhhANE5NuEfUM,Rhiannon,Time Machine,Chris Cox;Jeff Bomb;Rikki Nicks,2019-12-06,284062,9,False,,2025-01-26T20:58:43Z,tribal house,Interhit Records,0.687,0.815,2,-5.242,1,0.0361,0.00077,0.000158,0.283,0.216,122.502,4,,,,,Rhiannon by Chris Cox;Jeff Bomb;Rikki Nicks. tribal house .
spotify:track:70kdJnm1X6eEM8DbWa8Mnc,YOU'RE THE ONE,99.9%,KAYTRANADA;Syd,2016-05-06,227706,69,False,,2025-01-11T14:20:01Z,alternative r&b,XL Recordings,0.824,0.396,2,-9.663,1,0.332,0.0323,0.00286,0.108,0.253,118.048,4,,,,,YOU'RE THE ONE by KAYTRANADA;Syd. alternative r&b .
spotify:track:2E7a96qey4AzSOdK6H21vS,Scorsese Baby Daddy,SOS Deluxe: LANA,SZA,2024-12-20,153911,70,True,,2025-01-11T05:37:39Z,r&b,Top Dawg Entertainment/RCA Records,0.746,0.728,4,-6.75,1,0.0299,0.464,2.01e-05,0.103,0.795,103.991,4,,,,,Scorsese Baby Daddy by SZA. r&b .
spotify:track:3pHkh7d0lzM2AldUtz2x37,The Archer,Lover,Taylor Swift,2019-08-23,211240,75,False,,2025-01-05T03:34:16Z,,Taylor Swift,0.292,0.574,0,-9.375,1,0.0401,0.12,0.00569,0.0663,0.166,124.344,4,,,,,The Archer by Taylor Swift. .
spotify:track:0FlwhvrncUKrEAhzunmCKm,Forever,Stick Season (Forever),Noah Kahan,2024-02-09,268353,72,False,,2025-01-05T03:34:10Z,,Mercury Records/Republic Records,0.394,0.256,0,-10.944,1,0.036,0.765,0.0,0.116,0.215,94.367,4,,,,,Forever by Noah Kahan. .
spotify:track:1M39ETXmej4g9EMSeXPUgj,New Perspective,Stick Season,Noah Kahan,2022-10-14,256871,74,False,,2025-01-05T03:34:09Z,,Mercury Records/Republic Records,0.693,0.524,5,-9.696,1,0.0407,0.267,1.83e-06,0.0839,0.453,156.529,4,,,,,New Perspective by Noah Kahan. .
spotify:track:3cgf3PmzUZKLCRulrKrzZG,Godlight,I Was / I Am,Noah Kahan,2021-09-17,247050,65,True,,2025-01-05T03:34:08Z,,Republic Records,0.375,0.709,4,-6.34,1,0.0576,0.00506,0.0,0.163,0.384,169.1,4,,,,,Godlight by Noah Kahan. .
spotify:track:67q8yivDoOPXCYodi1zTix,Glue Myself Shut,Cape Elizabeth,Noah Kahan,2020-05-01,196201,71,True,,2025-01-05T03:34:06Z,,Republic Records,0.621,0.309,1,-8.095,1,0.056,0.877,0.0,0.355,0.699,73.472,4,,,,,Glue Myself Shut by Noah Kahan. .
spotify:track:3JXuMsnzwmqEEqQexK0q8b,Catastrophize,Hurt Somebody,Noah Kahan,2018-01-12,198293,56,False,,2025-01-05T03:34:00Z,,Universal Records,0.661,0.823,11,-4.95,1,0.0486,0.135,0.0,0.0387,0.768,155.97,4,,,"A melancholic indie folk track, 'Catastrophize' is an introspective listen with a mellow energy, driven by acoustic guitar, subtle strings, and piano. It features an earnest, slightly raspy male vocal, perfect for a 'Vermont Fall Evenings' playlist.",,Catastrophize by Noah Kahan. .
spotify:track:0wgOhYnqZKjOHr6bmdz0aN,gloria (with sza),GNX,Kendrick Lamar;SZA,2024-11-22,287522,70,True,,2025-01-05T03:02:16Z,"hip hop,west coast hip hop,r&b","pgLang, under exclusive license to Interscope Records",0.719,0.555,2,-9.785,0,0.27,0.22,0.0,0.127,0.413,140.07,4,,,,,"gloria (with sza) by Kendrick Lamar;SZA. hip hop,west coast hip hop,r&b ."
spotify:track:4tfOoCcYPtb08J5HWlSo3r,Another Life,SOS Deluxe: LANA,SZA,2024-12-20,205214,70,True,,2025-01-04T15:32:55Z,r&b,Top Dawg Entertainment/RCA Records,0.332,0.45,7,-8.664,1,0.045,0.68,8.83e-06,0.116,0.357,215.338,3,,,,,Another Life by SZA. r&b .
spotify:track:4tTb7uAXFqI84T3ZIDBhxf,If You Leave Me,The Show,Niall Horan,2023-06-09,179043,53,False,,2025-01-01T17:39:00Z,,Capitol Records,0.641,0.836,1,-4.292,1,0.176,0.00362,0.000762,0.0529,0.899,163.536,3,,,,,If You Leave Me by Niall Horan. .
spotify:track:1y8vNextjCzt568k6cHAjx,2 hands - Don Diablo remix,2 hands (Don Diablo remix),Tate McRae;Don Diablo,2024-12-06,188640,51,True,,2024-12-21T02:51:42Z,"future house,edm",RCA Records Label,0.713,0.942,10,-4.088,0,0.131,0.167,0.00295,0.301,0.273,124.986,4,,,,,"2 hands - Don Diablo remix by Tate McRae;Don Diablo. future house,edm ."
spotify:track:3zOgFY5kpQ6p2cwPIquZks,EL CLúB,EL CLúB,Bad Bunny,2024-12-05,222568,65,True,,2024-12-16T17:36:26Z,"reggaeton,trap latino,urbano latino,latin",Rimas Entertainment LLC,0.516,0.611,10,-5.486,0,0.0555,0.458,5.34e-05,0.113,0.261,110.744,4,,,,,"EL CLúB by Bad Bunny. reggaeton,trap latino,urbano latino,latin ."
spotify:track:0KlahhzNb98zyN83Vwae0l,Untouched,Hook Me Up,The Veronicas,2007-10-30,255360,63,False,,2024-12-08T10:13:18Z,,Sire/Warner Records,0.557,0.783,6,-4.893,0,0.234,0.0171,0.0172,0.151,0.442,177.008,4,,,,,Untouched by The Veronicas. .
spotify:track:0CINJz55gaKzuAsqhZ0hEU,Waking Up In Vegas,One Of The Boys,Katy Perry,2008-06-17,199186,53,False,,2024-12-08T10:05:13Z,pop,Capitol Records,0.524,0.878,5,-3.108,0,0.0346,0.0012,0.0,0.098,0.589,130.985,4,,,,,Waking Up In Vegas by Katy Perry. pop .
spotify:track:25HgUJf69zb3K7TJw7LGCQ,Sofa King,Sofa Kings,Royel Otis,2023-03-31,196317,70,True,,2024-12-04T12:20:05Z,indie,House Anxiety / Ourness,0.565,0.898,0,-5.055,1,0.0412,0.00491,0.00296,0.254,0.864,97.021,4,,,,,Sofa King by Royel Otis. indie .
spotify:track:3NZJlJemX3mzjf56MqC5ML,Forever,Forever,Chris Brown,2008-04-29,278573,82,False,,2024-11-26T18:20:04Z,r&b,Jive,0.672,0.82,11,-4.456,1,0.0459,0.0368,0.000188,0.184,0.438,120.005,4,,,,,Forever by Chris Brown. r&b .
spotify:track:24ntSW3QVJzR79lHAAOTaY,Texas Sun,Texas Sun,Khruangbin;Leon Bridges,2020-02-07,252811,76,False,,2024-11-20T21:48:24Z,"neo-psychedelic,retro soul",Dead Oceans,0.636,0.634,7,-10.01,1,0.0342,0.0364,0.147,0.0998,0.599,111.563,4,,,,,"Texas Sun by Khruangbin;Leon Bridges. neo-psychedelic,retro soul ."
spotify:track:6squXSZ3rl7tENdZiOuIEj,Here In My Arms,Coming Home (Deluxe),Leon Bridges,2015-06-23,127493,51,False,,2024-11-20T21:48:17Z,retro soul,Columbia,0.555,0.414,1,-8.514,0,0.0261,0.606,0.00615,0.0969,0.673,73.64,4,,,,,Here In My Arms by Leon Bridges. retro soul .
spotify:track:4bz8Z7squfs2Yji2DwoujR,Asking,Asking,Sonny Fodera;MK;Clementine Douglas,2023-07-07,191590,68,False,,2024-11-18T09:20:32Z,house,Solotoko,0.477,0.854,4,-5.274,0,0.0896,0.0213,1.67e-05,0.19,0.395,126.965,4,,,,,Asking by Sonny Fodera;MK;Clementine Douglas. house .
spotify:track:7M4GUQ0CZU5A9CO2hkadG4,Blue Berries,Blue Berries,Sem Jacobs;Tagmann,2024-05-16,170008,63,False,,2024-11-18T09:20:24Z,"house,tech house,techengue",FUNKiMAN,0.748,0.911,0,-6.354,1,0.0489,0.000483,0.251,0.284,0.825,128.041,4,,,,,"Blue Berries by Sem Jacobs;Tagmann. house,tech house,techengue ."
spotify:track:1f18HzFpegqvH4ibGJyeMJ,2 hands,2 hands,Tate McRae,2024-11-14,181820,66,True,,2024-11-15T01:44:54Z,,RCA Records Label,0.608,0.806,1,-3.443,1,0.0486,0.121,0.0,0.191,0.587,104.032,4,,,,,2 hands by Tate McRae. .
spotify:track:5j0McHPthKpOXRr3fBq8M0,Love in This Club (feat. Young Jeezy),Here I Stand,USHER;Jeezy,2008-05-27,259719,75,False,,2024-11-03T21:19:21Z,"r&b,southern hip hop,crunk,rap,gangster rap",LaFace Records,0.573,0.712,0,-5.976,1,0.0732,0.0572,0.0,0.167,0.346,140.012,4,,,,,"Love in This Club (feat. Young Jeezy) by USHER;Jeezy. r&b,southern hip hop,crunk,rap,gangster rap ."
spotify:track:2xnoPV3NLescauc0ZJ1MDZ,Dance Again,Dance Again...The Hits,Jennifer Lopez;Pitbull,2012-07-24,237266,68,False,,2024-11-03T21:16:25Z,,Epic,0.792,0.856,11,-5.236,0,0.067,0.0159,2.88e-06,0.0981,0.714,127.988,4,,,,,Dance Again by Jennifer Lopez;Pitbull. .
spotify:track:5TTGoX70AFrTvuEtqHK37S,No. 1 Party Anthem,AM,Arctic Monkeys,2013-09-09,243131,87,False,,2024-10-27T22:21:04Z,"indie,garage rock",Domino Recording Co,0.505,0.698,0,-5.563,1,0.0297,0.33,0.0887,0.0966,0.599,115.013,4,,,,,"No. 1 Party Anthem by Arctic Monkeys. indie,garage rock ."
spotify:track:65GbQI9VDTs7vo6MJL2iJA,Coming Home,Coming Home (Deluxe),Leon Bridges,2015-06-23,206386,78,False,,2024-10-18T05:24:39Z,retro soul,Columbia,0.424,0.465,6,-6.595,1,0.0297,0.461,5.52e-05,0.154,0.462,112.418,3,,,,,Coming Home by Leon Bridges. retro soul .
spotify:track:58VNpcJpI5dEKxYByCkbXc,Miss Summer,Miss Summer,ODIE,2020-10-23,162376,60,True,,2024-10-15T18:45:30Z,,Unité Recordings / EMPIRE,0.589,0.527,0,-9.962,1,0.0342,0.599,0.000111,0.0853,0.132,133.981,4,,,,,Miss Summer by ODIE. .
spotify:track:0t89zjm5vxQCuW4jkOfT93,Terrapin,Don't Feed the Birds,Ben Beal;byJ.,2020-02-07,173181,43,True,,2024-10-04T12:55:03Z,"jazz rap,lo-fi beats",VinDig,0.655,0.668,1,-7.022,1,0.175,0.0273,1.44e-06,0.054,0.719,88.035,4,,,,,"Terrapin by Ben Beal;byJ.. jazz rap,lo-fi beats ."
spotify:track:53IRnAWx13PYmoVYtemUBS,Femininomenon,The Rise and Fall of a Midwest Princess,Chappell Roan,2023-09-22,219710,76,True,,2024-10-01T07:15:10Z,,Chappell Roan PS/ Island,0.609,0.758,0,-4.885,0,0.0525,0.139,5.38e-06,0.11,0.236,124.949,4,,,,,Femininomenon by Chappell Roan. .
spotify:track:1rNSCrsOoWyhKH4g47mehU,Super Graphic Ultra Modern Girl,The Rise and Fall of a Midwest Princess,Chappell Roan,2023-09-22,183888,68,False,,2024-10-01T07:15:05Z,,Chappell Roan PS/ Island,0.646,0.905,1,-4.526,1,0.0695,0.0321,7.93e-06,0.23,0.787,125.891,4,,,,,Super Graphic Ultra Modern Girl by Chappell Roan. .
spotify:track:32fSZSbxeVoiZShMQKLc6Z,My Kink Is Karma,The Rise and Fall of a Midwest Princess,Chappell Roan,2023-09-22,222578,69,False,,2024-10-01T07:15:03Z,,Chappell Roan PS/ Island,0.555,0.599,2,-5.695,1,0.052,0.00925,0.0,0.102,0.415,86.727,4,,,,,My Kink Is Karma by Chappell Roan. .
spotify:track:2CmhmWmCJiGoaN6JvVmM0M,Along For The Ride,I'm Not Afraid Of Music Anymore,COIN,2024-09-13,177071,42,False,,2024-09-20T12:55:17Z,,COIN,0.712,0.749,1,-5.158,1,0.0264,0.0444,0.000904,0.0848,0.909,97.984,4,,,,,Along For The Ride by COIN. .
spotify:track:160z8DkFSFoF4ScpYim6aS,LIFETIMES,143,Katy Perry,2024-09-20,192000,46,False,,2024-09-20T12:51:05Z,pop,Capitol Records (CAP),0.659,0.89,2,-5.183,0,0.0336,0.000212,0.000137,0.59,0.317,119.999,4,,,,,LIFETIMES by Katy Perry. pop .
spotify:track:7z7kvUQGwlC6iOl7vMuAr9,Dancing In The Flames,Dancing In The Flames,The Weeknd,2024-09-13,220036,75,False,,2024-09-19T18:13:48Z,,XO / Republic Records,0.552,0.73,1,-6.203,1,0.0381,0.0011,0.0,0.0837,0.162,116.875,4,,,,,Dancing In The Flames by The Weeknd. .
spotify:track:5XLgE4yoU9MyR5vkjNxpdF,you're so cool,i used to think i could fly,Tate McRae,2022-05-27,170937,57,True,,2024-09-01T21:59:09Z,,RCA Records Label,0.798,0.654,5,-3.139,1,0.0937,0.219,0.0,0.545,0.731,131.943,4,,,,,you're so cool by Tate McRae. .
spotify:track:1BJJbSX6muJVF2AK7uH1x4,Move,Move,Adam Port;Stryv;Keinemusik;Orso;Malachiii,2024-06-07,177598,82,False,,2024-08-31T19:07:52Z,"afro house,house,afro tech,melodic house",Keinemusik,0.727,0.782,8,-8.529,0,0.042,0.0563,0.336,0.225,0.655,119.992,4,,,,,"Move by Adam Port;Stryv;Keinemusik;Orso;Malachiii. afro house,house,afro tech,melodic house ."
spotify:track:3yjJCbT29Wc8ccWy9yag7l,What Don't Belong To Me,F-1 Trillion: Long Bed,Post Malone,2024-08-16,207176,53,False,,2024-08-28T07:53:19Z,,Mercury Records/Post Malone,0.392,0.907,10,-5.239,1,0.104,0.0972,0.0,0.148,0.572,84.126,4,,,,,What Don't Belong To Me by Post Malone. .
spotify:track:150w1WjVxUWycZqTflcDAe,Goes Without Saying (Feat. Brad Paisley),F-1 Trillion: Long Bed,Post Malone;Brad Paisley,2024-08-16,212353,50,False,,2024-08-28T07:53:15Z,country,Mercury Records/Post Malone,0.466,0.796,11,-4.962,1,0.0308,0.00147,0.0,0.0848,0.531,78.963,4,,,,,Goes Without Saying (Feat. Brad Paisley) by Post Malone;Brad Paisley. country .
spotify:track:4ewmHD3aRBmLyTsbGreNLw,what would you do?,i used to think i could fly,Tate McRae,2022-05-27,166948,64,True,,2024-08-23T20:15:04Z,,RCA Records Label,0.79,0.613,9,-5.911,1,0.0698,0.288,0.0,0.0912,0.729,105.02,4,,,,,what would you do? by Tate McRae. .
spotify:track:6qmvAJSUfVGMubvI2awW7p,uh oh,uh oh,Tate McRae,2022-09-30,169721,75,True,,2024-08-23T02:46:17Z,,RCA Records Label,0.625,0.604,10,-7.415,0,0.339,0.257,2.06e-05,0.129,0.372,174.089,4,,,,,uh oh by Tate McRae. .
spotify:track:1uukncdtRehiZS3SMHOxYZ,Hey Mercedes,F-1 Trillion: Long Bed,Post Malone,2024-08-16,202638,60,False,,2024-08-18T00:34:07Z,,Mercury Records/Post Malone,0.586,0.902,8,-3.025,1,0.0424,0.00156,0.0,0.389,0.634,132.058,4,,,,,Hey Mercedes by Post Malone. .
spotify:track:7MzbSTn0EYOgLPD77gBpbW,Missin’ You Like This (Feat. Luke Combs),F-1 Trillion: Long Bed,Post Malone;Luke Combs,2024-08-16,222781,51,False,,2024-08-18T00:34:00Z,country,Mercury Records/Post Malone,0.499,0.712,7,-4.886,1,0.0275,0.0222,0.0,0.375,0.45,78.986,4,,,,,Missin’ You Like This (Feat. Luke Combs) by Post Malone;Luke Combs. country .
spotify:track:1BLk8GO0IOT6GlRvmLIM0d,Hide My Gun (Feat. HARDY),F-1 Trillion: Long Bed,Post Malone;HARDY,2024-08-16,220479,50,True,,2024-08-17T22:39:02Z,"country,country rock",Mercury Records/Post Malone,0.506,0.641,7,-5.019,1,0.0393,0.0314,0.0,0.248,0.381,145.857,4,,,,,"Hide My Gun (Feat. HARDY) by Post Malone;HARDY. country,country rock ."
spotify:track:5e0vgBWfwToyphURwynSXa,Run Away With Me,Emotion,Carly Rae Jepsen,2015-08-21,251320,1,False,,2024-08-14T22:01:05Z,,Silent Records IGA,0.564,0.719,1,-5.505,1,0.0475,0.0126,0.000177,0.0536,0.251,119.023,4,,,,,Run Away With Me by Carly Rae Jepsen. .
spotify:track:1jPyesfKSNXjnOcoDq0vJn,Empathy - Bass Remedy Remix,All Colors,Bassnectar,2020-06-26,241714,26,False,,2024-08-14T21:46:37Z,"dubstep,bass music,dub",Amorphous Music,0.384,0.98,11,-1.485,0,0.0941,5.67e-05,0.0748,0.0577,0.2,139.909,4,,,,,"Empathy - Bass Remedy Remix by Bassnectar. dubstep,bass music,dub ."
spotify:track:2uUfFZdKQkUoFHFYTbjvgb,Indifferent,Am I Okay?,Megan Moroney,2024-07-12,176022,65,False,,2024-08-08T22:02:07Z,country,Columbia Nashville/Columbia Records,0.635,0.537,6,-6.296,1,0.0476,0.0467,0.0,0.0853,0.511,107.421,3,,,,,Indifferent by Megan Moroney. country .
spotify:track:0M1A9wInEHilyWkh4I8tWo,Lost In The Wild,What If Nothing,WALK THE MOON,2017-11-10,235290,60,False,,2024-08-07T15:22:18Z,,RCA Records Label,0.483,0.77,6,-4.829,0,0.0512,0.007,0.0,0.182,0.386,132.992,4,,,,,Lost In The Wild by WALK THE MOON. .
spotify:track:0jjE8w7Rtu3NCImWhKKX8x,Chills (Feel My Love),Chills (Feel My Love),Oliver Heldens;David Guetta;FAST BOY,2024-07-26,163666,57,False,,2024-07-28T20:48:50Z,"future house,house,edm",Ministry of Sound Recordings,0.569,0.947,3,-4.216,1,0.0402,0.00129,0.00595,0.131,0.314,134.997,4,,,,,"Chills (Feel My Love) by Oliver Heldens;David Guetta;FAST BOY. future house,house,edm ."
spotify:track:1uumWSWbeUt1tS7q2zR4MO,Illusion - Creepy Nuts Remix,Illusion (Creepy Nuts Remix),Dua Lipa;Creepy Nuts,2024-07-26,172251,40,False,,2024-07-28T20:48:47Z,"pop,anime,j-pop,j-rap",Warner Records,0.736,0.798,1,-5.353,1,0.0914,0.128,0.0,0.146,0.856,137.954,4,,,,,"Illusion - Creepy Nuts Remix by Dua Lipa;Creepy Nuts. pop,anime,j-pop,j-rap ."
