track_id,energy,tempo,danceability,playlist_genre,loudness,liveness,valence,track_artist,time_signature,speechiness,track_popularity,track_album_name,playlist_name,track_name,instrumentalness,mode,key,acousticness,playlist_subgenre,rating,small_text,review,gemini_review
2Hh3ETdQKrmSI3QS0hme7g,0.668,87.973,0.573,hip-hop,-4.356,0.109,0.145,"Metro Boomin, Future, Don Toliver",4.0,0.0467,82,heroes & villains,Trap,Too Many Nights (feat. Don Toliver & with Future),4.01e-05,0.0,7.0,0.189,trap,7.2,"The hitmaking producer’s latest album brandishes his ardent ambition, attention to detail, and gift for curation.","In the extravagant trailer for Metro Boomin’s new album, a deranged criminal (played by LaKeith Stanfield) drives a flame-throwing fire truck through a burning city. Metro watches the mayhem unfold from the roof of a compound while Morgan Freeman dissuades him from intervening. “Your place in history is already cemented,” Freeman tells him. “You’ve built a legacy, something people will clearly kill for.” A stoic Metro then snatches a chain floating behind a glass case before hopping into a Batmobile-like whip and jetting into the city. It doesn’t make much sense, but it doesn’t have to: Like Metro’s music, the trailer is expensive, exciting, and crammed with vibrant characters—the plot or message hardly matters. Enjoy car chases and sinister 21 Savage verses? Spectacular explosions and generic Travis Scott hooks? Metro Boomin has an album for you.Heroes & Villains, though, is more than just fireworks and big-name features. It’s an ambitious, detail-rich record that splits the difference between streaming fodder and world-building. The rappers featured here are either aging out of the spotlight (Future), transitioning into corporate avatars (Travis Scott) or, unfortunately, serving time behind bars (Young Thug, Gunna). While Heroes & Villains scans as an opus of psychedelic trap and star-laden singles with cool comic book packaging, it almost feels like a last triumphant gasp from the past decade’s most prominent rappers and their favorite hitmaking producer.But Heroes & Villains proves that Metro aspires to more than hits. He first demonstrated his wide-scale vision on 2018’s Not All Heroes Wear Capes, a project in which his sparse, moody beats grew thicker, grander, and more intricate. When he attempted to swerve from his signature sound, though, his limited range was exposed: Metro is great when he makes Metro-type beats, shaky when he ventures outside of his comfort zone. On Heroes & Villains, he surpasses his standard quota of bangers while also taking a few fun risks. A symphonic, Francis and the Lights-esque intro? Why not. An interpolation of Mario Winans’ “I Don’t Wanna Know,” featuring the Weeknd and 21 Savage? Let’s do it. Metro is thinking outside the box a bit more, without sacrificing the foundation of what makes his music so appealing in the first place.Chief among these appeals is his ability to mine grade-A material from his guests. His beats are distinct enough to sound good on their own, yet understated enough to afford a vocalist stylistic freedom. Few artists melodically thrive over a Metro beat like Don Toliver, who delivers two of the album’s more magnetic vocal performances on “Too Many Nights” and “Around Me.” Even Future’s got a little pep in his step here, particularly on the anthemic “Superheroes (Heroes & Villains).” But it’s Young Thug, on “Metro Spider,” who steals the show. Slithering over a menacing string note and ominous piano, he snaps off a string of vivid, eccentric bars about luxury watches and feeling more famous than the president. Unlike other Thug verses that have emerged since his incarceration, “Metro Spider” hardly feels like a leftover—in fact, Metro positions it as the album’s centerpiece.",
6TZXBJLTIOX6DM6hwCsKw2,0.603,135.993,0.735,hip-hop,-9.474,0.0844,0.429,"Revol, Ozuna, Cosculluela, Arcángel, Brytiago",4.0,0.203,71,me ama me odia,Trap,Me Ama Me Odia,3.56e-05,0.0,6.0,0.226,trap,,,,
1FEh2VLXCzHr4DhMLufrs5,0.637,171.264,0.567,afrobeats,-4.032,0.235,0.882,Youka,3.0,0.298,68,venin,Afro Hits,Hm Hm hm,0.0346,0.0,9.0,0.499,nigerian,,,,
27durTCg4qj3qAbKsSVNX4,0.874,118.079,0.774,afrobeats,-5.641,0.413,0.927,Wizkid,4.0,0.0488,75,kese (dance),Afro Hits,Kese (Dance),0.34,0.0,5.0,0.142,nigerian,,,,
6e0YUaVAfDxUabmybOjguy,0.792,113.981,0.749,afrobeats,-4.621,0.0712,0.903,"Davido, YG Marley",4.0,0.0402,76,awuke,Afro Hits,Awuke,1.63e-05,1.0,5.0,0.308,nigerian,,,,
2irQkcW7o3v0tZoGZrtUsO,0.812,100.049,0.455,afrobeats,-3.455,0.199,0.823,"Darkoo, Rema",4.0,0.211,68,favourite girl (with rema),Afro Hits,Favourite Girl (with Rema),0.0,1.0,8.0,0.372,nigerian,,,,
2nYeyMeqYDiFSYYtl2BWD6,0.648,93.2,0.737,afrobeats,-5.493,0.105,0.746,"Wizkid, Brent Faiyaz",4.0,0.138,77,piece of my heart (feat. brent faiyaz),Afro Hits,Piece of My Heart (feat. Brent Faiyaz),6.92e-06,1.0,1.0,0.252,nigerian,,,,
1Cbl3Yq8rHo7hhDQmLQagU,0.814,93.482,0.683,afrobeats,-3.505,0.0858,0.758,Tyla,4.0,0.0466,78,tyla +,Afro Hits,PUSH 2 START,0.00826,1.0,2.0,0.277,nigerian,,,,
771KDfpsOtJPQmocQpMdkR,0.683,145.379,0.501,afrobeats,-7.881,0.0685,0.623,"Bnxn, Rema",5.0,0.211,71,fi kan we kan,Afro Hits,Fi Kan We Kan,9.25e-05,0.0,6.0,0.109,nigerian,,,,
13VXuHw3O8Yt7VwRIDqSo4,0.634,101.837,0.502,afrobeats,-3.367,0.188,0.645,"Asake, Wizkid",3.0,0.144,72,lungu boy,Afro Hits,MMS,0.0341,0.0,8.0,0.677,nigerian,,,,
1cOboCuWYI2osTOfolMRS6,0.651,112.648,0.694,latin,-6.968,0.0787,0.471,"Oscar Maydon, Fuerza Regida",3.0,0.0784,93,tu boda,Viva Latino,Tu Boda,1.36e-05,1.0,6.0,0.496,modern,,,,
6PhRhocBXP4y7NpciGmzra,0.581,99.973,0.805,latin,-5.091,0.0933,0.528,"Cris Mj, FloyyMenor, LOUKI",4.0,0.0601,86,mj,Viva Latino,Después De La 1,0.0202,0.0,6.0,0.0303,modern,,,,
0l0vcZMU7AOeQmUIREoI2U,0.563,105.008,0.833,latin,-5.593,0.139,0.343,"Rauw Alejandro, Bad Bunny",4.0,0.204,82,cosa nuestra,Viva Latino,Qué Pasaría...,1.27e-05,0.0,4.0,0.528,modern,,,,
4zbEItKoaRId1vRZkoO0Uh,0.737,101.923,0.779,latin,-4.667,0.0974,0.445,"Danny Ocean, Kapo",4.0,0.109,76,imagínate,Viva Latino,Imagínate,0.0,1.0,11.0,0.134,modern,,,,
6fKvGaO8Dfntvx4thaXtak,0.662,95.999,0.863,latin,-5.855,0.334,0.307,"Natanael Cano, Uriel Gaxiola, Ganggy, Victor Mendivil",4.0,0.21,72,kamikaze (feat. victor mendivil),Viva Latino,Kamikaze (feat. Victor Mendivil),8.45e-06,0.0,4.0,0.0843,modern,,,,
5AH31dDNgxCMGDdxubNNn4,0.482,100.029,0.69,latin,-6.335,0.0728,0.356,Fuerza Regida,4.0,0.2,88,pero no te enamores,Viva Latino,NEL,0.0004,0.0,7.0,0.523,modern,,,,
6WatFBLVB0x077xWeoVc2k,0.668,128.027,0.924,latin,-6.795,0.0678,0.787,KAROL G,4.0,0.0469,93,si antes te hubiera conocido,Viva Latino,Si Antes Te Hubiera Conocido,0.000594,1.0,11.0,0.446,modern,,,,
0fKK51bU6lcCCwdNnv64t3,0.762,90.025,0.816,latin,-2.864,0.0845,0.782,"Blessd, Anuel AA",4.0,0.0565,72,deportivo,Viva Latino,DEPORTIVO,0.000404,1.0,0.0,0.534,modern,,,,
4U80gkwi6Qk0fBRcDuzn3E,0.718,105.002,0.848,latin,-4.385,0.116,0.564,"Maria Becerra, Yandel",4.0,0.0557,74,sexo es la moda,Viva Latino,SEXO ES LA MODA,1.9e-05,0.0,9.0,0.183,modern,,,,
3mg9jYNC1NihbthlglzrWP,0.712,91.98,0.848,latin,-3.574,0.106,0.692,"KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd",4.0,0.0981,84,+57,Viva Latino,+57,0.0,0.0,1.0,0.221,modern,,,,
1YYfyJ2yCvGFCxwjsIqEK9,0.627,155.865,0.687,latin,-4.975,0.0893,0.47,"Rauw Alejandro, Romeo Santos",4.0,0.181,78,cosa nuestra,Viva Latino,Khé?,0.0,1.0,7.0,0.326,modern,,,,
12VjaTNEaCfDlvW1XPZTQ9,0.483,171.831,0.753,latin,-6.436,0.0681,0.826,"Joyce Santana, Feid",4.0,0.273,72,ferxxoko,Viva Latino,Ferxxoko,0.0,0.0,3.0,0.0189,modern,,,,
03IpZ9yqJlo3EIgDQUgBSF,0.724,101.097,0.556,latin,-3.165,0.217,0.681,"Duki, Myke Towers",3.0,0.119,82,ameri,Viva Latino,Nueva Era,0.0,1.0,0.0,0.267,modern,,,,
5PCGEfALcpGtURIuTqvX0R,0.442,100.021,0.776,latin,-8.99,0.0723,0.838,FloyyMenor,4.0,0.0575,81,peligrosa,Viva Latino,PELIGROSA,1.31e-05,0.0,6.0,0.319,modern,,,,
0NsGFMIo2aNbAkJu48ndaf,0.614,119.893,0.658,latin,-6.981,0.092,0.465,Chino Pacas,3.0,0.0324,79,que sigan llegando las pacas (extended),Viva Latino,Morena Canela,2.18e-05,1.0,10.0,0.105,modern,,,,
0Sr7ssScx54yxdM2ols7nW,0.681,155.079,0.56,latin,-6.304,0.106,0.388,"Omar Courtz, De La Rose",4.0,0.244,89,primera musa,Viva Latino,Q U E V A S H A C E R H O Y ?,0.0,0.0,6.0,0.103,modern,,,,
1kyLInQ2qgYbK4wZxllfV2,0.719,104.033,0.707,latin,-4.963,0.371,0.701,Quevedo,4.0,0.0395,76,duro,Viva Latino,DURO,2e-06,0.0,4.0,0.223,modern,,,,
4ZOkfHC38nxSeSqzGE5HFr,0.536,97.541,0.716,latin,-7.798,0.208,0.359,Junior H,3.0,0.0328,84,$ad boyz 4 life ii,Viva Latino,PIÉNSALO,0.0,0.0,2.0,0.452,modern,,,,
0lQogzZgV4XwuUTasz3nPL,0.594,125.01,0.694,latin,-8.39,0.131,0.672,"Jasiel Nuñez, Peso Pluma",3.0,0.0366,75,la odisea,Viva Latino,EN MI MUNDO,0.0,0.0,8.0,0.396,modern,,,,
3OJDtCdYs8QJnui708tEU3,0.752,100.076,0.841,latin,-4.735,0.949,0.67,Shakira,4.0,0.105,86,soltera,Viva Latino,Soltera,0.00046,1.0,2.0,0.167,modern,,,,
4xISUrw0t2elabEhKrtAJ0,0.709,194.055,0.744,latin,-5.778,0.0847,0.712,"Myke Towers, benny blanco",4.0,0.284,79,degenere 👑 (feat. benny blanco),Viva Latino,DEGENERE 👑 (feat. benny blanco),0.0,0.0,6.0,0.0501,modern,,,,
2gmd7lY3QSzLh0xIY4cRvi,0.707,82.045,0.786,latin,-4.386,0.121,0.691,"Maisak, Feid",4.0,0.0635,84,se me olvida,Viva Latino,SE ME OLVIDA,0.0,0.0,7.0,0.0399,modern,,,,
1uGUbgZuO1kD1JZ0UeFupN,0.832,98.582,0.742,latin,-4.267,0.296,0.716,Grupo Frontera,4.0,0.0325,82,hecha pa' mí,Viva Latino,Hecha Pa' Mí,0.0,1.0,8.0,0.0857,modern,,,,
1iIrqtbY2aogEHhQkmrV7w,0.616,104.008,0.773,latin,-4.516,0.145,0.25,"Myke Towers, Peso Pluma",4.0,0.0416,72,la pantera negra,Viva Latino,SE TE NOTA (feat. Peso Pluma),4.24e-05,1.0,0.0,0.0565,modern,,,,
6X6m4xmdFcz31p1h7Qg68c,0.689,120.208,0.724,latin,-7.174,0.0922,0.936,Tito Double P,3.0,0.0524,89,incómodo,Viva Latino,EL LOKERON,6.77e-06,0.0,7.0,0.573,modern,,,,
4Ndjd6DhKIC5IPoBIrMQuX,0.74,117.955,0.748,latin,-3.643,0.087,0.618,"Carin Leon, Gabito Ballesteros",4.0,0.0387,75,ese vato no te queda,Viva Latino,Ese Vato No Te Queda,0.000109,0.0,7.0,0.0292,modern,,,,
06ONHS2cu9I7fvzTz3NQvq,0.856,136.0,0.691,latin,-5.035,0.0876,0.713,"Fuerza Regida, Luis R Conriquez",3.0,0.0536,75,cholo 7,Viva Latino,Cholo 7,5.09e-05,0.0,6.0,0.2,modern,,,,
1qbql17v0Hazo94o5RUyWQ,0.464,79.503,0.373,latin,-8.606,0.127,0.301,HUMBE,3.0,0.256,80,kintsugi,Viva Latino,KINTSUGI,0.0135,0.0,4.0,0.86,modern,5.5,"Kintsugi is Death Cab's first album without Chris Walla. It was produced by Rich Costey, who has worked with Muse and Foster the People, and though it has been framed as a new beginning, little of Kintsugi gives the impression that Gibbard’s motivation to reboot Death Cab is matched by legitimate inspiration.","Chris Walla quit Death Cab for Cutie last year, which means he will never again be called the band's ""secret weapon."" His nuanced craftsmanship served as a buffer against Ben Gibbard’s increasingly broad and bland songwriting on recent LPs Narrow Stairs and Codes & Keys, but Walla ""long[ed] for the unknown"" and Gibbard felt the band was becoming stagnant and ""self-referential"". Though Walla contributes guitar and electronic collage to the band's eighth LP Kintsugi, he abdicates the producer’s role for the first time in the band’s history—in his stead is a proper big-budget pop guy, the preposterously and perfectly named Rich Costey (Muse, Foster the People, Chvrches). But it wouldn’t have mattered if DJ Mustard or Steve Albini produced Kintsugi: as with Codes & Keys, Gibbard promises reinvention and continues to play against his strengths without developing new ones.Gibbard’s desire to write from a less personal standpoint is understandable, considering the widespread misunderstanding that any song in the first-person has to be autobiographical—his private life is a matter of public record these days, and surely he’s grown tired of having to clarify that wasn’t him eating Thanksgiving dinner in a suburban Denver Catholic church after dad bounced or treating that girl from Silver Lake like complete shit. But even when Gibbard was clearly writing in character, the sketches were personalized, and therein lay the genius of his work—he had an uncanny ability to see things as others might, penning deeply felt and detailed lyrics, willing to risk certain sentiments and awkward phrasings to reward the listener with a richer, more complex and relatable experience. They were someone’s stories. This is why Death Cab for Cutie played the KeyArena in Seattle and not, say, Matt Pond PA or Rogue Wave or any of their other peers from the ""O.C. indie"" era.But Gibbard's change in approach hasn't coincided with a change of subject; Death Cab for Cutie has not developed a political conscience, nor is Gibbard suddenly experimenting with tone poems. The same relationship breakdowns and travelogues captured on The Photo Album have gone big screen as Gibbard strives for universal, one-feel-fits-all songs meant to be shared but not owned. Take ""Little Wanderer"", where the narrator (not Gibbard, y’all) is stuck at home and the girl is showing him pictures of her very commonplace vacation spots (Tokyo and Paris) through Messenger. Gibbard knows how to wring pathos out of long-distance relationships; he invented a damn word for it. He can also tease out how technological improvements in communication can leave even more unsaid. And yet, here’s the chorus: ""You’re my wanderer, little wanderer/ Off across the sea/ You’re my wanderer, little wanderer/ Won’t you wander back to me?"" It’s startling, almost amusing, to hear a hackneyed line like that cutting against the stonefaced sobriety of his delivery and plangent reverbed guitars—every pejorative stereotype of Death Cab becomes true for four minutes.",
5QjmUqgpPQgXgg4606DqZF,0.783,103.001,0.705,latin,-4.783,0.0984,0.454,Kapo,4.0,0.0403,86,uwaie,Viva Latino,UWAIE,0.0,0.0,9.0,0.138,modern,,,,
7lcbpfihslisNObKdHjyLo,0.631,111.93,0.706,latin,-5.812,0.227,0.289,"Clarent, Mora",4.0,0.0366,80,ia,Viva Latino,IA,0.0,0.0,0.0,0.656,modern,,,,
4Z6pPinNzkGtbgAlE88263,0.445,156.023,0.55,latin,-9.548,0.507,0.512,LATIN MAFIA,4.0,0.0847,73,todos los días todo el día,Viva Latino,Siento que merezco más,0.00318,1.0,7.0,0.262,modern,,,,
2lAUq68F2bt7Kc218n9FPp,0.764,148.853,0.666,latin,-6.297,0.347,0.729,"Tito Double P, Grupo Frontera",4.0,0.116,85,incómodo,Viva Latino,AY MAMÁ,0.0,0.0,4.0,0.366,modern,,,,
0EhmTBq33eARyOz3SIi4P2,0.162,184.784,0.459,latin,-11.634,0.137,0.483,"Yami Safdie, Lasso",3.0,0.0425,79,en otra vida,Viva Latino,En Otra Vida,0.0,1.0,0.0,0.929,modern,,,,
2ss1LK5Kfnjo5EUaCbsgZM,0.834,139.995,0.783,latin,-4.623,0.0903,0.92,"Clave Especial, Luis R Conriquez",3.0,0.029,81,no son doritos,Viva Latino,No Son Doritos,0.000212,0.0,3.0,0.539,modern,,,,
60u6hcpH5Qm1M3xESdNBrB,0.682,100.036,0.75,latin,-3.825,0.112,0.618,Beéle,4.0,0.0945,79,frente al mar,Viva Latino,Frente al Mar,1.28e-06,1.0,10.0,0.168,modern,,,,
13BDiikG6y5o5cQTK0HpW6,0.578,199.997,0.734,latin,-4.147,0.113,0.88,"W Sound, Blessd, Ovy On The Drums",4.0,0.295,82,soltera (w sound 01),Viva Latino,Soltera - W Sound 01,0.000242,1.0,1.0,0.155,modern,,,,
5lKFO0PrOC9jmOlPEdjHsL,0.513,109.935,0.745,latin,-9.116,0.216,0.929,"Tito Double P, Peso Pluma",3.0,0.087,88,incómodo,Viva Latino,DOS DÍAS,0.0,1.0,1.0,0.783,modern,,,,
44zZM2dn9AcOUt5XKUMNJ3,0.824,124.997,0.747,latin,-4.353,0.282,0.793,"Calle 24, Chuyin",3.0,0.0348,77,no pierdo la vida,Viva Latino,NO PIERDO LA VIDA,0.0,0.0,7.0,0.184,modern,,,,
2TV1EuYnG5XqEyQSd1EB9X,0.787,165.07,0.809,latin,-3.826,0.0653,0.9,"Alemán, Gera MX",4.0,0.125,68,como pacman,Viva Latino,Como Pacman,0.0011,1.0,8.0,0.126,modern,,,,
0BiDnJFB3TlRB6aji7jUz3,0.356,169.653,0.529,latin,-6.612,0.136,0.659,Julión Álvarez y su Norteño Banda,3.0,0.0569,85,atento aviso ... rey sin reina,Viva Latino,Rey Sin Reina,0.0,1.0,3.0,0.29,modern,,,,
23W44WWCP8SibyP292TWo5,0.806,123.009,0.763,latin,-4.946,0.0612,0.594,"Belinda, Kenia OS",4.0,0.0532,73,jackpot,Viva Latino,JACKPOT,1.32e-05,1.0,2.0,0.0012,modern,,,,
7yrTny7FLWLbfIzsxoicWj,0.872,128.924,0.816,latin,-4.27,0.254,0.94,Emilia,4.0,0.0442,77,noviogangsta <3,Viva Latino,noviogangsta <3,3.7e-06,0.0,11.0,0.25,modern,,,,
4BxzNZpcm1j3JczZzGNe2k,0.896,90.622,0.662,latin,-5.311,0.186,0.79,"Don Omar, Tego Calderón",4.0,0.251,68,the fast and the furious: tokyo drift (original motion picture soundtrack),Latino Hip-Hop,Bandoleros,0.0,0.0,5.0,0.318,hip-hop,,,,
78M7CiqTpJYoPQKkwjM48Z,0.59,161.989,0.864,latin,-8.768,0.093,0.579,Alemán,4.0,0.499,69,eclipse,Latino Hip-Hop,Rucón,0.0,1.0,1.0,0.0196,hip-hop,4.9,"George Lewis Jr. of Twin Shadow has always made music that felt rooted in '80s pop radio, a moment when thundering drum machines and vocal overdubs stormed the Earth. Here he's trying for something even more grand, but the trouble with big leaps is that they can come with precipitous drop-offs.","In 2010, George Lewis, Jr. released Forget, a small and evocative synth-pop record dotted with sense-memory details: ""Here’s all I know/ Your checkered room and your velvet bow/ Your Elvis song in my ear,"" he crooned. The record was a success, but Lewis seemed impatient with the smaller-scale stardom it brought, and made his hunger for bigger stages plain in interviews. On his 2012 follow-up Confess, he upped the stakes, projecting in a booming, testosterone-rich voice over massive pop-rock tracks. It was a self-consciously spectacular pop record, and it solidified Lewis as someone eager to make Big Statements.It’s easy to root for artists with this drive—the bedroom-to-stadium leap, when it goes right, is thrilling to witness, and major statements (and artists’ desires to make them) are a large part of what makes following music so worthwhile in the first place. The trouble with big leaps is that they can come with precipitous drop-offs, and on Eclipse Lewis plummets, hard, into a valley of deep ridiculousness.Lewis’s influences have always felt rooted in '80s pop radio, when thundering drum machines and vocal overdubs stormed the Earth. On Eclipse, the sound edges into the twilight of '88, a moment when power ballads like Chicago’s ""Look Away"" ruled the airwaves. The dewy piano of ""Alone"", coupled with Lewis’s echo-drenched vocal, summon unwelcome memories of Richard Marx’s ""Right Here Waiting"". As he did with Confess, Lewis produces, and on Eclipse he pushes everything so far to the brink that it all tips over. The album sounds like the work of Ron Nevison, whose late-'80s work for Damn Yankees and Jefferson Starship set a new standard for what it meant to sound ""overblown.""On Confess, Lewis gave us an outsized performance of masculinity that felt slippery, or at least self-aware, and a lot of that complexity lived in the dynamics. The choruses were massive, but the verses were taut and punchy, and the two worked in tandem. On Eclipse, that nuance is mostly erased, as is nearly any dynamic marking south of ffffffff. Most of the album is delivered in a triumphal shout. The chorus of ""To the Top"" punches the top of the mix so hard that there is almost nothing left to feel except stunned, and it carries a dangerous whiff of Dirk Diggler performing ""You’ve Got the Touch"".Lewis dials back the volume once or twice on Eclipse, and each time it’s a welcome reprieve. ""Old Love/New Love"" is a legitimately sexy, fluid dance-pop song, marked out with a side-chained four-to-the-floor pulse and house pianos. The big, blocky synths of ""When the Lights Turn Out"" are slightly reminiscent of '80s Jam & Lewis, and Lewis’s voice is light and pretty above them. It might have a slight whiff of aerobicizing to it, but it’s sincere, and it’s possible, if you squint, to imagine it playing alongside One Direction (a huge compliment, in this case).Playing next to One Direction is Lewis’s goal, and he is admirably focused and direct about it. ""I hate when people that are definitely in the indie world posture themselves as pop stars when they lack the ambition, practice, and craft of someone who is at the top of their game in pop,"" he told Pitchfork in January. His disdain is rooted in a competitive impulse to swim with the big fish—he has also submitted material for Chris Brown and Eminem—and Eclipse, which is also his first album on Warner Bros., is his bid to join them. But the music feels wedged between weight classes—too ridiculous to be indie rock and too ponderous and generic for Top 40 pop. Say this for Eclipse: It doesn’t miss by half measures.",
2rOnSn2piaqLAlYjtfUBlY,0.63,81.009,0.72,indian,-5.549,0.108,0.512,"Tanishk Bagchi, Jubin Nautiyal, Asees Kaur",4.0,0.0413,70,"raataan lambiyan (from ""shershaah"")",Bollywood Butter,"Raataan Lambiyan (From ""Shershaah"")",0.0,1.0,10.0,0.615,bollywood,,,,
72zHuDxFQTjbL51qJQSA7j,0.573,82.941,0.603,indian,-5.843,0.0971,0.236,"Jasleen Royal, B Praak, Romy, Anvita Dutt",4.0,0.0502,68,"ranjha (from ""shershaah"")",Bollywood Butter,"Ranjha (From ""Shershaah"")",0.0,1.0,1.0,0.478,bollywood,,,,
1smFN2CLqGROu0J0UyvDfL,0.468,135.875,0.483,indian,-7.642,0.152,0.319,"Pritam, Arijit Singh",4.0,0.0341,73,love aaj kal (original motion picture soundtrack),Bollywood Butter,Shayad,0.0,1.0,8.0,0.784,bollywood,,,,
3hkC9EHFZNQPXrtl8WPHnX,0.519,122.925,0.562,indian,-8.744,0.172,0.415,"Alka Yagnik, Arijit Singh",4.0,0.0326,70,tamasha,Bollywood Butter,Agar Tum Saath Ho,0.000268,1.0,3.0,0.557,bollywood,,,,
5O932cZmzOZGOGZz9RHx20,0.481,124.914,0.534,indian,-9.016,0.142,0.293,"Pritam, Arijit Singh",4.0,0.0412,71,chhichhore,Bollywood Butter,Khairiyat,0.0,0.0,0.0,0.697,bollywood,,,,
0BxE4FqsDD1Ot4YuBXwAPp,0.866,140.266,0.526,rock,-5.822,0.0945,0.248,Arctic Monkeys,4.0,0.0568,84,favourite worst nightmare,Indie Rock Roadtrip,505,7.78e-05,1.0,0.0,0.00287,indie,7.4,Sheffield band follows its record-breaking debut with another assured album that seems to glimpse the possibility of greatness even when it fails to attain it.,"No longer can Arctic Monkeys be considered underdogs; given the notoriously fickle English music scene, perhaps that means they should be. Last year, the Sheffield quartet’s Whatever People Say I Am, That’s What I’m Not became the fastest-selling debut album in UK music history, spawning two No. 1 singles and winning the Mercury Prize. The band's early press clippings, like those for Gnarls Barkley, Lily Allen, and Clap Your Hands Say Yeah, highlighted their rapid netroots success story as much as their music, which is a traditionalist brew of observational storytelling, post-Libertines meat-and-potatoes guitar rock, and the heady enthusiasm of youth.Fifteen months later, Arctic Monkeys’ sophomore effort is already receiving a royal welcome at home, though the premature use of words like “comeback” underscores the precariousness of the group’s situation. As for the Arctics, they’ve come back tougher, sharper, and bleaker, even if to non-fans of this brand of no-frills Britrock it probably still sounds pretty much the same. Favourite Worst Nightmare is in some ways better and in other ways worse than its breakthrough 2006 predecessor, but above all it’s the assured statement of a self-conscious young band determined to deserve their acclaim. Eventually, maybe they will.In interviews, singer and lyricist Alex Turner stays low-key about his abilities. “You never think, like, ‘We’re amazing, aren’t we?’,” the 21-year-old recently told Mojo. Nevertheless, Favourite Worst Nightmare flexes Arctic Monkeys’ considerable songwriting and musical muscle with a confidence that sets the group apart from their UK rock peers; the latest songs seem to glimpse the possibility of greatness even when they fail to attain it. Turner finds new emotional depth on songs like breakup anthem “Do Me a Favour,” which climbs patiently from baggy drums to a searing, guitar-led crescendo. Gradually shifting from the man’s perspective to the woman’s, he concludes, “How to tear apart the ties that bind?/Perhaps ‘fuck off’ might be too kind,” his raggedly bereaved croon adding Damon Albarn to the list of plausible vocal comparisons alongside Morrissey and Noel Gallagher. Similarly, the drum-less and bass-less “Only One Who Knows” is another big step forward for the band, taking a more deliberate, atmospheric view of a dying relationship: “They made it far too easy to believe/That true romance can’t be achieved these days.”If such heartache is a fresh addition to Turner’s songs, so too, it seems, is the feeling that makes the pain possible. Real affection glimmered through the bickering on the debut’s “Mardy Bum,” but the girls on that album are mostly fake-tanned participants in meat-market mating rituals (“I Bet You Look Good on the Dancefloor,” “Still Take You Home”). By contrast, Favourite Worst Nightmare unveils one of Turner’s first proper love songs: The closing “505,” draped with an apparent Ennio Morricone organ sample, poignantly if none too adventurously describes Turner’s longing to get back to a hotel room where his lover awaits. “I’m always just about to go and spoil the surprise/Take my hands off of your eyes too soon,” Turner admits, displaying his usual gift for vivid imagery.",
